text,label
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Beni sürekli eleştiriyor.,duygusal
Kardeşimle lego oynadım.,normal
Kimse bana yemek yapmadı.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Kardeşimle lego oynadım.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Bana kötü yerlerinden bahsetti.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Kendimi çok değersiz hissediyorum.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Beni okuldan almayı unuttular.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Vurunca duvara çarptım.,fiziksel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Kimse bana yemek yapmadı.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Kitap okudum ve çok sevdim.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Pikniğe gittik ve top oynadık.,normal
Öğretmenim bana vurdu.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Kıyafetimi çıkarmamı istedi.,cinsel
Herkes bana kötü davranıyor.,duygusal
Kimse bana yemek yapmadı.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Zorla beni öpmeye çalıştı.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Biri bana dokundu ve çok korktum.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Öğretmenim bana vurdu.,fiziksel
Vurunca duvara çarptım.,fiziksel
Kimse bana yemek yapmadı.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
Kardeşimle lego oynadım.,normal
Herkes bana kötü davranıyor.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Bugün yine beni aşağıladılar.,duygusal
Bugün yine beni aşağıladılar.,duygusal
Babamla sinemaya gittik.,normal
Zorla beni öpmeye çalıştı.,cinsel
Bana 'aptal' dedi.,duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Karnım aç ama evde kimse yok.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Pikniğe gittik ve top oynadık.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Herkes bana kötü davranıyor.,duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Bugün bütün gün evde yalnızdım.,ihmal
Anneme bir şey söyledim ama bağırdı.,duygusal
Çok hastaydım ama doktora gitmedik.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Bana 'aptal' dedi.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Kimse bana yemek yapmadı.,ihmal
Babamla sinemaya gittik.,normal
Bir yetişkin beni sertçe itti.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Bana 'aptal' dedi.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Ağabeyim beni yere itti.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Babam bana tokat attı.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Herkes bana kötü davranıyor.,duygusal
Bana 'aptal' dedi.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Beni okuldan almayı unuttular.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Kendimi çok değersiz hissediyorum.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Bugün parkta çok eğlendim.,normal
Arkadaşlarımla oyun oynadım.,normal
Pikniğe gittik ve top oynadık.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Ağabeyim beni yere itti.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Pikniğe gittik ve top oynadık.,normal
Kıyafetimi çıkarmamı istedi.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Herkes bana kötü davranıyor.,duygusal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Babamla sinemaya gittik.,normal
Ağabeyim beni yere itti.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Bana 'aptal' dedi.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Kimse bana yemek yapmadı.,ihmal
Beni sürekli eleştiriyor.,duygusal
Beni sürekli eleştiriyor.,duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Ağabeyim beni yere itti.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Çok hastaydım ama doktora gitmedik.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Kimse bana yemek yapmadı.,ihmal
Annemle birlikte kek yaptık.,normal
Bana 'aptal' dedi.,duygusal
Kendimi çok değersiz hissediyorum.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Herkes bana kötü davranıyor.,duygusal
Bugün yine beni aşağıladılar.,duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Bana 'aptal' dedi.,duygusal
Bugün yine beni aşağıladılar.,duygusal
Karnım aç ama evde kimse yok.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Kimse bana yemek yapmadı.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Öğretmenim bana vurdu.,fiziksel
Beni sürekli eleştiriyor.,duygusal
Bana 'aptal' dedi.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Zorla beni öpmeye çalıştı.,cinsel
Babamla sinemaya gittik.,normal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Annemle birlikte kek yaptık.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Kendimi çok değersiz hissediyorum.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Kardeşimle lego oynadım.,normal
Kıyafetimi çıkarmamı istedi.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Beni sürekli eleştiriyor.,duygusal
Ağabeyim beni yere itti.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Annemle birlikte kek yaptık.,normal
Kendimi çok değersiz hissediyorum.,duygusal
Beni okuldan almayı unuttular.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
Bana kötü yerlerinden bahsetti.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Ağabeyim beni yere itti.,fiziksel
Kimse bana yemek yapmadı.,ihmal
Öğretmenim bana vurdu.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Yeni kalem kutumu çok sevdim.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Kitap okudum ve çok sevdim.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Ağabeyim beni yere itti.,fiziksel
Babamla sinemaya gittik.,normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Kendimi çok değersiz hissediyorum.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Bana 'aptal' dedi.,duygusal
Herkes bana kötü davranıyor.,duygusal
Öğretmenim bana vurdu.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Kimse bana yemek yapmadı.,ihmal
Bana hiç sarılmıyorlar.,ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Kitap okudum ve çok sevdim.,normal
Beni okuldan almayı unuttular.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
Bugün parkta çok eğlendim.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Gizli bir şekilde odama geldi.,cinsel
Kardeşimle lego oynadım.,normal
Kıyafetimi çıkarmamı istedi.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Annemle birlikte kek yaptık.,normal
Karnım aç ama evde kimse yok.,ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Yeni kalem kutumu çok sevdim.,normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Beni okuldan almayı unuttular.,ihmal
Bugün parkta çok eğlendim.,normal
Birisi bana garip şeyler gösterdi.,cinsel
Kitap okudum ve çok sevdim.,normal
Bugün parkta çok eğlendim.,normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Bana kötü yerlerinden bahsetti.,cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Beni rahatsız eden sorular sordu.,cinsel
Herkes bana kötü davranıyor.,duygusal
Herkes bana kötü davranıyor.,duygusal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Yeni kalem kutumu çok sevdim.,normal
Karnım aç ama evde kimse yok.,ihmal
Kimse bana yemek yapmadı.,ihmal
Anneme bir şey söyledim ama bağırdı.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Bugün bütün gün evde yalnızdım.,ihmal
Karnım aç ama evde kimse yok.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
Babamla sinemaya gittik.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Kendimi çok değersiz hissediyorum.,duygusal
Kitap okudum ve çok sevdim.,normal
Vurunca duvara çarptım.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Beni sürekli eleştiriyor.,duygusal
Annemle birlikte kek yaptık.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Bugün parkta çok eğlendim.,normal
Bugün parkta çok eğlendim.,normal
Beni rahatsız eden sorular sordu.,cinsel
Yeni kalem kutumu çok sevdim.,normal
Vurunca duvara çarptım.,fiziksel
Beni sürekli eleştiriyor.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Vurunca duvara çarptım.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Kardeşimle lego oynadım.,normal
Kimse bana yemek yapmadı.,ihmal
"Okulda resim yaptım, öğretmenim beğendi.",normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Bana kötü yerlerinden bahsetti.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Beni okuldan almayı unuttular.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Bana kötü yerlerinden bahsetti.,cinsel
Kimse bana yemek yapmadı.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Babamla sinemaya gittik.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Öğretmenim bana vurdu.,fiziksel
Kardeşimle lego oynadım.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Arkadaşlarımla oyun oynadım.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Bugün parkta çok eğlendim.,normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Kardeşimle lego oynadım.,normal
Vurunca duvara çarptım.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Kardeşimle lego oynadım.,normal
Bana 'aptal' dedi.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Vurunca duvara çarptım.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Gizli bir şekilde odama geldi.,cinsel
Zorla beni öpmeye çalıştı.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Arkadaşlarımla oyun oynadım.,normal
Kendimi çok değersiz hissediyorum.,duygusal
Bugün parkta çok eğlendim.,normal
Beni rahatsız eden sorular sordu.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Yeni kalem kutumu çok sevdim.,normal
Gizli bir şekilde odama geldi.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Kardeşimle lego oynadım.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Bana kötü yerlerinden bahsetti.,cinsel
Kardeşimle lego oynadım.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
Anneme bir şey söyledim ama bağırdı.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Birisi bana garip şeyler gösterdi.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Bugün yine beni aşağıladılar.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Kendimi çok değersiz hissediyorum.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Beni rahatsız eden sorular sordu.,cinsel
Beni okuldan almayı unuttular.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Kardeşimle lego oynadım.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Karnım aç ama evde kimse yok.,ihmal
Bana 'aptal' dedi.,duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Annemle birlikte kek yaptık.,normal
Yeni kalem kutumu çok sevdim.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Annemle birlikte kek yaptık.,normal
Bana 'aptal' dedi.,duygusal
Bana kötü yerlerinden bahsetti.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Öğretmenim bana vurdu.,fiziksel
Babamla sinemaya gittik.,normal
Kitap okudum ve çok sevdim.,normal
Kitap okudum ve çok sevdim.,normal
Babam bana tokat attı.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Bugün parkta çok eğlendim.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Beni okuldan almayı unuttular.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Babamla sinemaya gittik.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Bugün yine beni aşağıladılar.,duygusal
Öğretmenim bana vurdu.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Vurunca duvara çarptım.,fiziksel
Pikniğe gittik ve top oynadık.,normal
Babamla sinemaya gittik.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Zorla beni öpmeye çalıştı.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Kardeşimle lego oynadım.,normal
Kitap okudum ve çok sevdim.,normal
Arkadaşlarımla oyun oynadım.,normal
Kimse bana yemek yapmadı.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Pikniğe gittik ve top oynadık.,normal
Kimse bana yemek yapmadı.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Vurunca duvara çarptım.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Gizli bir şekilde odama geldi.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Anneme bir şey söyledim ama bağırdı.,duygusal
Babamla sinemaya gittik.,normal
Pikniğe gittik ve top oynadık.,normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Odam çok kirli ama yardım eden yok.,ihmal
Ağabeyim beni yere itti.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Zorla beni öpmeye çalıştı.,cinsel
Yeni kalem kutumu çok sevdim.,normal
Kardeşimle lego oynadım.,normal
Saçımı çekti ve bağırdı.,fiziksel
Babam bana tokat attı.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Öğretmenim bana vurdu.,fiziksel
Kitap okudum ve çok sevdim.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Beni okuldan almayı unuttular.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Bana 'aptal' dedi.,duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Odam çok kirli ama yardım eden yok.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Beni rahatsız eden sorular sordu.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Bugün parkta çok eğlendim.,normal
Bugün parkta çok eğlendim.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Ağabeyim beni yere itti.,fiziksel
Babamla sinemaya gittik.,normal
Kimse bana yemek yapmadı.,ihmal
Vurunca duvara çarptım.,fiziksel
Babamla sinemaya gittik.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Ağabeyim beni yere itti.,fiziksel
Öğretmenim bana vurdu.,fiziksel
Beni okuldan almayı unuttular.,ihmal
